,0,50,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500,1550,1600,1650,1700,1750,1800,1801
0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303621579
50,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303621579
100,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303621579
150,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303621579
200,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303621579
250,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303621579
300,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303621579
350,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303621579
400,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303621579
450,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303621579
500,0,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303621579
550,0,0,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303621579
600,0,0,0,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303621579
650,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303621579
700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303621579
750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0,0,0,0,0,0,0,0,0,0,0,0.303621579
800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0,0,0,0,0,0,0,0,0,0,0.303621579
850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0,0,0,0,0,0,0,0,0,0.303621579
900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0,0,0,0,0,0,0,0,0.303621579
950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0,0,0,0,0,0,0,0.303621579
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0,0,0,0,0,0,0.303621579
1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0,0,0,0,0,0.303621579
1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0,0,0,0,0.303621579
1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0,0,0,0.303621579
1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0,0,0.303621579
1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0,0.303621579
1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0,0.303621579
1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.019399415029016192,0.002586589,0.303621579
1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.060138187,0.021986003699551684,0.301034991
1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.10944051572309473,0.08212419,0.323020994
1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.14434139317957032,0.1915647060125966,0.240896804
1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.1437967934103798,0.33590609919216696,0.240896804
1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.14406501999966997,0.4797028926025467,0.240896804
1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.159695634,0.6237679126022168,0.240896804
1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.08120117,0.7834635468214197,0.08120117
1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353352832366127,0.8646647167633873,0
1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
